"dates","name","value","ts_missing","colors"
"2022-04-18","Lift station A",4.66343614860005,FALSE,"#44AA99"
"2022-04-25","Lift station A",4.72874109087307,FALSE,"#44AA99"
"2022-05-02","Lift station A",4.79690286870955,FALSE,"#44AA99"
"2022-05-09","Lift station A",5.24732673168572,FALSE,"#44AA99"
"2022-05-16","Lift station A",5.22699444580253,FALSE,"#44AA99"
"2022-05-23","Lift station A",5.29177909252358,FALSE,"#44AA99"
"2022-05-30","Lift station A",5.1520380273809,FALSE,"#44AA99"
"2022-06-06","Lift station A",NA,TRUE,"#44AA99"
"2022-06-13","Lift station A",5.35393106237612,FALSE,"#44AA99"
"2022-06-20","Lift station A",5.0575233339492,FALSE,"#44AA99"
"2022-06-27","Lift station A",NA,TRUE,"#44AA99"
"2022-07-04","Lift station A",NA,TRUE,"#44AA99"
"2022-07-11","Lift station A",NA,TRUE,"#44AA99"
"2022-07-18","Lift station A",NA,TRUE,"#44AA99"
"2022-07-25","Lift station A",5.66371863366344,FALSE,"#44AA99"
"2022-08-01","Lift station A",5.44976275334721,FALSE,"#44AA99"
"2022-08-08","Lift station A",5.58038464234007,FALSE,"#44AA99"
"2022-08-15","Lift station A",NA,TRUE,"#44AA99"
"2022-08-22","Lift station A",4.9723413309243,FALSE,"#44AA99"
"2022-08-29","Lift station A",4.73016428028631,FALSE,"#44AA99"
"2022-09-05","Lift station A",4.77247402412876,FALSE,"#44AA99"
"2022-09-12","Lift station A",4.90476554777467,FALSE,"#44AA99"
"2022-09-19","Lift station A",4.97958950521851,FALSE,"#44AA99"
"2022-09-26","Lift station A",NA,TRUE,"#44AA99"
"2022-10-03","Lift station A",4.78369578799658,FALSE,"#44AA99"
"2022-10-10","Lift station A",4.80714264892617,FALSE,"#44AA99"
"2022-10-17","Lift station A",NA,TRUE,"#44AA99"
"2022-10-24","Lift station A",4.59161212660159,FALSE,"#44AA99"
"2022-10-31","Lift station A",4.56571521887546,FALSE,"#44AA99"
"2022-11-07","Lift station A",4.85109566737865,FALSE,"#44AA99"
"2022-11-14","Lift station A",NA,TRUE,"#44AA99"
"2022-11-21","Lift station A",NA,TRUE,"#44AA99"
"2022-11-28","Lift station A",5.13418946294537,FALSE,"#44AA99"
"2022-12-05","Lift station A",4.84760120544796,FALSE,"#44AA99"
"2022-12-12","Lift station A",NA,TRUE,"#44AA99"
"2022-12-19","Lift station A",5.06517307477206,FALSE,"#44AA99"
"2022-12-26","Lift station A",NA,TRUE,"#44AA99"
"2023-01-02","Lift station A",NA,TRUE,"#44AA99"
"2023-01-09","Lift station A",5.0455640817002,FALSE,"#44AA99"
"2023-01-16","Lift station A",5.15593733013144,FALSE,"#44AA99"
"2023-01-23","Lift station A",5.5227980655602,FALSE,"#44AA99"
"2023-01-30","Lift station A",4.88231424521345,FALSE,"#44AA99"
"2023-02-06","Lift station A",5.28405498573814,FALSE,"#44AA99"
"2023-02-13","Lift station A",5.31712611738361,FALSE,"#44AA99"
"2023-02-20","Lift station A",5.0985460848193,FALSE,"#44AA99"
"2023-02-27","Lift station A",4.90265331967785,FALSE,"#44AA99"
"2023-03-06","Lift station A",4.70824438600467,FALSE,"#44AA99"
"2023-03-13","Lift station A",4.74326292289792,FALSE,"#44AA99"
"2021-05-24","Lift station B",2.7109168973843,FALSE,"#88CCEE"
"2021-05-31","Lift station B",NA,TRUE,"#88CCEE"
"2021-06-07","Lift station B",3.53313189670855,FALSE,"#88CCEE"
"2021-06-14","Lift station B",4.4545914925138,FALSE,"#88CCEE"
"2021-06-21","Lift station B",4.70826631348502,FALSE,"#88CCEE"
"2021-06-28","Lift station B",4.3065618424501,FALSE,"#88CCEE"
"2021-07-05","Lift station B",4.89225786084265,FALSE,"#88CCEE"
"2021-07-12","Lift station B",4.66874729046392,FALSE,"#88CCEE"
"2021-07-19","Lift station B",4.09338810998494,FALSE,"#88CCEE"
"2021-07-26","Lift station B",5.62159149805475,FALSE,"#88CCEE"
"2021-08-02","Lift station B",5.40285041398577,FALSE,"#88CCEE"
"2021-08-09","Lift station B",6.23257036741529,FALSE,"#88CCEE"
"2021-08-16","Lift station B",5.46258163748088,FALSE,"#88CCEE"
"2021-08-23","Lift station B",5.43911776140573,FALSE,"#88CCEE"
"2021-08-30","Lift station B",NA,TRUE,"#88CCEE"
"2021-09-06","Lift station B",4.86607931480769,FALSE,"#88CCEE"
"2021-09-13","Lift station B",NA,TRUE,"#88CCEE"
"2021-09-20","Lift station B",4.55250057922747,FALSE,"#88CCEE"
"2021-09-27","Lift station B",4.20871482757134,FALSE,"#88CCEE"
"2021-10-04","Lift station B",4.61587410545398,FALSE,"#88CCEE"
"2021-10-11","Lift station B",4.16889738171422,FALSE,"#88CCEE"
"2021-10-18","Lift station B",3.79560851495117,FALSE,"#88CCEE"
"2021-10-25","Lift station B",3.88491358319636,FALSE,"#88CCEE"
"2021-11-01","Lift station B",3.67135152783554,FALSE,"#88CCEE"
"2021-11-08","Lift station B",3.68735456508384,FALSE,"#88CCEE"
"2021-11-15","Lift station B",3.76264324587822,FALSE,"#88CCEE"
"2021-11-22","Lift station B",NA,TRUE,"#88CCEE"
"2021-11-29","Lift station B",NA,TRUE,"#88CCEE"
"2021-12-06","Lift station B",4.16322456629443,FALSE,"#88CCEE"
"2021-12-13","Lift station B",4.85150436132953,FALSE,"#88CCEE"
"2021-12-20","Lift station B",5.36198599745188,FALSE,"#88CCEE"
"2021-12-27","Lift station B",NA,TRUE,"#88CCEE"
"2022-01-03","Lift station B",NA,TRUE,"#88CCEE"
"2022-01-10","Lift station B",5.03396332092544,FALSE,"#88CCEE"
"2022-01-17","Lift station B",4.9746485363946,FALSE,"#88CCEE"
"2022-01-24","Lift station B",4.53900876790722,FALSE,"#88CCEE"
"2022-01-31","Lift station B",4.19284606020903,FALSE,"#88CCEE"
"2022-02-07","Lift station B",3.78194959744927,FALSE,"#88CCEE"
"2022-02-14","Lift station B",3.3708800927952,FALSE,"#88CCEE"
"2022-02-21","Lift station B",3.69470962506376,FALSE,"#88CCEE"
"2022-02-28","Lift station B",3.32838836739972,FALSE,"#88CCEE"
"2022-03-07","Lift station B",NA,TRUE,"#88CCEE"
"2022-03-14","Lift station B",NA,TRUE,"#88CCEE"
"2022-03-21","Lift station B",3.00634144165631,FALSE,"#88CCEE"
"2022-03-28","Lift station B",NA,TRUE,"#88CCEE"
"2022-04-04","Lift station B",NA,TRUE,"#88CCEE"
"2022-04-11","Lift station B",3.15711021955099,FALSE,"#88CCEE"
"2022-04-18","Lift station B",NA,TRUE,"#88CCEE"
"2022-04-25","Lift station B",NA,TRUE,"#88CCEE"
"2022-05-02","Lift station B",NA,TRUE,"#88CCEE"
"2022-05-09","Lift station B",NA,TRUE,"#88CCEE"
"2022-05-16","Lift station B",NA,TRUE,"#88CCEE"
"2022-05-23","Lift station B",NA,TRUE,"#88CCEE"
"2022-05-30","Lift station B",NA,TRUE,"#88CCEE"
"2022-06-06","Lift station B",NA,TRUE,"#88CCEE"
"2022-06-13","Lift station B",NA,TRUE,"#88CCEE"
"2022-06-20","Lift station B",NA,TRUE,"#88CCEE"
"2022-06-27","Lift station B",NA,TRUE,"#88CCEE"
"2022-07-04","Lift station B",4.82748467992445,FALSE,"#88CCEE"
"2022-07-11","Lift station B",4.96833097859092,FALSE,"#88CCEE"
"2022-07-18","Lift station B",NA,TRUE,"#88CCEE"
"2022-07-25","Lift station B",NA,TRUE,"#88CCEE"
"2022-08-01","Lift station B",5.33635331438074,FALSE,"#88CCEE"
"2022-08-08","Lift station B",5.81387539150403,FALSE,"#88CCEE"
"2022-08-15","Lift station B",5.08700876406535,FALSE,"#88CCEE"
"2022-08-22","Lift station B",NA,TRUE,"#88CCEE"
"2022-08-29","Lift station B",NA,TRUE,"#88CCEE"
"2022-09-05","Lift station B",4.97996137399144,FALSE,"#88CCEE"
"2022-09-12","Lift station B",NA,TRUE,"#88CCEE"
"2022-09-19","Lift station B",5.51262437808429,FALSE,"#88CCEE"
"2022-09-26","Lift station B",4.46382620368187,FALSE,"#88CCEE"
"2022-10-03","Lift station B",5.27571642694783,FALSE,"#88CCEE"
"2022-10-10","Lift station B",NA,TRUE,"#88CCEE"
"2022-10-17","Lift station B",NA,TRUE,"#88CCEE"
"2022-10-24","Lift station B",4.96697398972149,FALSE,"#88CCEE"
"2022-10-31","Lift station B",4.8135246827572,FALSE,"#88CCEE"
"2022-11-07","Lift station B",5.17964452113748,FALSE,"#88CCEE"
"2022-11-14","Lift station B",5.47279968584621,FALSE,"#88CCEE"
"2022-11-21","Lift station B",5.2306436265466,FALSE,"#88CCEE"
"2022-11-28","Lift station B",NA,TRUE,"#88CCEE"
"2022-12-05","Lift station B",NA,TRUE,"#88CCEE"
"2022-12-12","Lift station B",3.98936708312601,FALSE,"#88CCEE"
"2022-12-19","Lift station B",NA,TRUE,"#88CCEE"
"2022-12-26","Lift station B",NA,TRUE,"#88CCEE"
"2023-01-02","Lift station B",NA,TRUE,"#88CCEE"
"2023-01-09","Lift station B",4.64686275026106,FALSE,"#88CCEE"
"2023-01-16","Lift station B",NA,TRUE,"#88CCEE"
"2023-01-23","Lift station B",NA,TRUE,"#88CCEE"
"2023-01-30","Lift station B",NA,TRUE,"#88CCEE"
"2023-02-06","Lift station B",NA,TRUE,"#88CCEE"
"2023-02-13","Lift station B",NA,TRUE,"#88CCEE"
"2023-02-20","Lift station B",NA,TRUE,"#88CCEE"
"2023-02-27","Lift station B",4.47805522277263,FALSE,"#88CCEE"
"2023-03-06","Lift station B",NA,TRUE,"#88CCEE"
"2023-03-13","Lift station B",NA,TRUE,"#88CCEE"
"2021-05-24","Lift station C",2.4331208563264,FALSE,"#AA4499"
"2021-05-31","Lift station C",3.32709786237073,FALSE,"#AA4499"
"2021-06-07","Lift station C",3.94317065485457,FALSE,"#AA4499"
"2021-06-14","Lift station C",NA,TRUE,"#AA4499"
"2021-06-21","Lift station C",5.86908648285249,FALSE,"#AA4499"
"2021-06-28","Lift station C",5.23018879063984,FALSE,"#AA4499"
"2021-07-05","Lift station C",5.76606119606443,FALSE,"#AA4499"
"2021-07-12","Lift station C",5.09622547258552,FALSE,"#AA4499"
"2021-07-19","Lift station C",3.87755668592588,FALSE,"#AA4499"
"2021-07-26","Lift station C",5.71292662566686,FALSE,"#AA4499"
"2021-08-02","Lift station C",5.17050120625808,FALSE,"#AA4499"
"2021-08-09","Lift station C",6.26239741954071,FALSE,"#AA4499"
"2021-08-16","Lift station C",5.23744152994654,FALSE,"#AA4499"
"2021-08-23","Lift station C",5.26688150020621,FALSE,"#AA4499"
"2021-08-30","Lift station C",4.92331827386676,FALSE,"#AA4499"
"2021-09-06","Lift station C",4.52668962732783,FALSE,"#AA4499"
"2021-09-13","Lift station C",4.55586987734684,FALSE,"#AA4499"
"2021-09-20","Lift station C",3.96914490030775,FALSE,"#AA4499"
"2021-09-27","Lift station C",3.44969069723425,FALSE,"#AA4499"
"2021-10-04","Lift station C",4.23386679939987,FALSE,"#AA4499"
"2021-10-11","Lift station C",3.84168523719703,FALSE,"#AA4499"
"2021-10-18","Lift station C",3.57804950777649,FALSE,"#AA4499"
"2021-10-25","Lift station C",3.99981306812047,FALSE,"#AA4499"
"2021-11-01","Lift station C",3.74367074305684,FALSE,"#AA4499"
"2021-11-08","Lift station C",3.73413064378195,FALSE,"#AA4499"
"2021-11-15","Lift station C",3.72725212023727,FALSE,"#AA4499"
"2021-11-22","Lift station C",4.61796847950935,FALSE,"#AA4499"
"2021-11-29","Lift station C",5.83721937445442,FALSE,"#AA4499"
"2021-12-06","Lift station C",NA,TRUE,"#AA4499"
"2021-12-13","Lift station C",4.86241287089537,FALSE,"#AA4499"
"2021-12-20","Lift station C",5.44093563839822,FALSE,"#AA4499"
"2021-12-27","Lift station C",4.85568667397871,FALSE,"#AA4499"
"2022-01-03","Lift station C",5.94677896625615,FALSE,"#AA4499"
"2022-01-10","Lift station C",NA,TRUE,"#AA4499"
"2022-01-17","Lift station C",4.94489040180381,FALSE,"#AA4499"
"2022-01-24","Lift station C",4.52866655520801,FALSE,"#AA4499"
"2022-01-31","Lift station C",4.34968087191481,FALSE,"#AA4499"
"2022-02-07","Lift station C",3.98807064556388,FALSE,"#AA4499"
"2022-02-14","Lift station C",NA,TRUE,"#AA4499"
"2022-02-21","Lift station C",4.13319565150906,FALSE,"#AA4499"
"2022-02-28","Lift station C",3.64122679695597,FALSE,"#AA4499"
"2022-03-07","Lift station C",4.06867886066603,FALSE,"#AA4499"
"2022-03-14","Lift station C",2.03882386535503,FALSE,"#AA4499"
"2022-03-21","Lift station C",3.09175438323703,FALSE,"#AA4499"
"2022-03-28","Lift station C",4.4578142450621,FALSE,"#AA4499"
"2022-04-04","Lift station C",4.04337761148682,FALSE,"#AA4499"
"2022-04-11","Lift station C",3.61441964531924,FALSE,"#AA4499"
"2022-04-18","Lift station C",4.45595690810487,FALSE,"#AA4499"
"2022-04-25","Lift station C",4.24784438691764,FALSE,"#AA4499"
"2022-05-02","Lift station C",4.25270776360725,FALSE,"#AA4499"
"2022-05-09","Lift station C",5.26035971506992,FALSE,"#AA4499"
"2022-05-16","Lift station C",4.9488037451731,FALSE,"#AA4499"
"2022-05-23","Lift station C",5.0886095776424,FALSE,"#AA4499"
"2022-05-30","Lift station C",4.75507460160679,FALSE,"#AA4499"
"2022-06-06","Lift station C",4.55115743361782,FALSE,"#AA4499"
"2022-06-13","Lift station C",5.42975915350851,FALSE,"#AA4499"
"2022-06-20","Lift station C",4.41211708584807,FALSE,"#AA4499"
"2022-06-27","Lift station C",4.70196291131439,FALSE,"#AA4499"
"2022-07-04","Lift station C",4.72643784866655,FALSE,"#AA4499"
"2022-07-11","Lift station C",NA,TRUE,"#AA4499"
"2022-07-18","Lift station C",5.47530676590122,FALSE,"#AA4499"
"2022-07-25","Lift station C",5.20282245223214,FALSE,"#AA4499"
"2022-08-01","Lift station C",4.70073587488575,FALSE,"#AA4499"
"2022-08-08","Lift station C",NA,TRUE,"#AA4499"
"2022-08-15","Lift station C",4.35338208457203,FALSE,"#AA4499"
"2022-08-22","Lift station C",4.35300054336041,FALSE,"#AA4499"
"2022-08-29","Lift station C",3.75326762578,FALSE,"#AA4499"
"2022-09-05","Lift station C",4.0120234496223,FALSE,"#AA4499"
"2022-09-12","Lift station C",4.56978934409201,FALSE,"#AA4499"
"2022-09-19","Lift station C",4.83027042622118,FALSE,"#AA4499"
"2022-09-26","Lift station C",3.38955387142967,FALSE,"#AA4499"
"2022-10-03","Lift station C",4.55145503421033,FALSE,"#AA4499"
"2022-10-10","Lift station C",4.7340665151065,FALSE,"#AA4499"
"2022-10-17","Lift station C",4.17496607750317,FALSE,"#AA4499"
"2022-10-24","Lift station C",4.28143047389873,FALSE,"#AA4499"
"2022-10-31","Lift station C",4.24650741449715,FALSE,"#AA4499"
"2022-11-07","Lift station C",4.94637527181487,FALSE,"#AA4499"
"2022-11-14","Lift station C",5.54876953927432,FALSE,"#AA4499"
"2022-11-21","Lift station C",5.46230010533804,FALSE,"#AA4499"
"2022-11-28","Lift station C",5.63210194004279,FALSE,"#AA4499"
"2022-12-05","Lift station C",4.86248972850875,FALSE,"#AA4499"
"2022-12-12","Lift station C",4.51570358076165,FALSE,"#AA4499"
"2022-12-19","Lift station C",5.09180732283259,FALSE,"#AA4499"
"2022-12-26","Lift station C",NA,TRUE,"#AA4499"
"2023-01-02","Lift station C",NA,TRUE,"#AA4499"
"2023-01-09","Lift station C",4.85313660065715,FALSE,"#AA4499"
"2023-01-16","Lift station C",NA,TRUE,"#AA4499"
"2023-01-23","Lift station C",6.01415547368629,FALSE,"#AA4499"
"2023-01-30","Lift station C",4.058933388236,FALSE,"#AA4499"
"2023-02-06","Lift station C",5.07338057109744,FALSE,"#AA4499"
"2023-02-13","Lift station C",5.48934302155307,FALSE,"#AA4499"
"2023-02-20","Lift station C",5.13339093196976,FALSE,"#AA4499"
"2023-02-27","Lift station C",4.84924653182606,FALSE,"#AA4499"
"2023-03-06","Lift station C",4.26638260537851,FALSE,"#AA4499"
"2023-03-13","Lift station C",4.13954631152051,FALSE,"#AA4499"
"2021-05-24","Lift station D",2.47816581316626,FALSE,"#DDCC77"
"2021-05-31","Lift station D",NA,TRUE,"#DDCC77"
"2021-06-07","Lift station D",4.16666588102138,FALSE,"#DDCC77"
"2021-06-14","Lift station D",NA,TRUE,"#DDCC77"
"2021-06-21","Lift station D",NA,TRUE,"#DDCC77"
"2021-06-28","Lift station D",NA,TRUE,"#DDCC77"
"2021-07-05","Lift station D",6.1746647960891,FALSE,"#DDCC77"
"2021-07-12","Lift station D",5.50664930978865,FALSE,"#DDCC77"
"2021-07-19","Lift station D",4.28302037890836,FALSE,"#DDCC77"
"2021-07-26","Lift station D",6.09678353744547,FALSE,"#DDCC77"
"2021-08-02","Lift station D",5.51726647517018,FALSE,"#DDCC77"
"2021-08-09","Lift station D",6.54718247614493,FALSE,"#DDCC77"
"2021-08-16","Lift station D",5.43204767439055,FALSE,"#DDCC77"
"2021-08-23","Lift station D",5.37779865891962,FALSE,"#DDCC77"
"2021-08-30","Lift station D",4.93655722024072,FALSE,"#DDCC77"
"2021-09-06","Lift station D",4.50310963974912,FALSE,"#DDCC77"
"2021-09-13","Lift station D",4.53472191815833,FALSE,"#DDCC77"
"2021-09-20","Lift station D",3.96924168977236,FALSE,"#DDCC77"
"2021-09-27","Lift station D",3.46883423532541,FALSE,"#DDCC77"
"2021-10-04","Lift station D",4.15162086219109,FALSE,"#DDCC77"
"2021-10-11","Lift station D",NA,TRUE,"#DDCC77"
"2021-10-18","Lift station D",NA,TRUE,"#DDCC77"
"2021-10-25","Lift station D",NA,TRUE,"#DDCC77"
"2021-11-01","Lift station D",NA,TRUE,"#DDCC77"
"2021-11-08","Lift station D",3.425021598712,FALSE,"#DDCC77"
"2021-11-15","Lift station D",3.44752871708358,FALSE,"#DDCC77"
"2021-11-22","Lift station D",4.34154019037601,FALSE,"#DDCC77"
"2021-11-29","Lift station D",5.56177665679502,FALSE,"#DDCC77"
"2021-12-06","Lift station D",3.84575102046592,FALSE,"#DDCC77"
"2021-12-13","Lift station D",4.69065055446281,FALSE,"#DDCC77"
"2021-12-20","Lift station D",5.30194958797343,FALSE,"#DDCC77"
"2021-12-27","Lift station D",4.77862578851197,FALSE,"#DDCC77"
"2022-01-03","Lift station D",5.894873893521,FALSE,"#DDCC77"
"2022-01-10","Lift station D",NA,TRUE,"#DDCC77"
"2022-01-17","Lift station D",4.83523124367249,FALSE,"#DDCC77"
"2022-01-24","Lift station D",4.39859787375638,FALSE,"#DDCC77"
"2022-01-31","Lift station D",4.18339632381806,FALSE,"#DDCC77"
"2022-02-07","Lift station D",3.844222655991,FALSE,"#DDCC77"
"2022-02-14","Lift station D",3.49733921841013,FALSE,"#DDCC77"
"2022-02-21","Lift station D",4.1012059699787,FALSE,"#DDCC77"
"2022-02-28","Lift station D",NA,TRUE,"#DDCC77"
"2022-03-07","Lift station D",NA,TRUE,"#DDCC77"
"2022-03-14","Lift station D",2.07336757634614,FALSE,"#DDCC77"
"2022-03-21","Lift station D",3.07681382753585,FALSE,"#DDCC77"
"2022-03-28","Lift station D",4.37437010725484,FALSE,"#DDCC77"
"2022-04-04","Lift station D",3.90822916362702,FALSE,"#DDCC77"
"2022-04-11","Lift station D",3.42762944255481,FALSE,"#DDCC77"
"2022-04-18","Lift station D",NA,TRUE,"#DDCC77"
"2022-04-25","Lift station D",4.0459546778117,FALSE,"#DDCC77"
"2022-05-02","Lift station D",4.07336010854667,FALSE,"#DDCC77"
"2022-05-09","Lift station D",5.11413031265894,FALSE,"#DDCC77"
"2022-05-16","Lift station D",4.85120136610086,FALSE,"#DDCC77"
"2022-05-23","Lift station D",5.02263457674318,FALSE,"#DDCC77"
"2022-05-30","Lift station D",4.71833700203297,FALSE,"#DDCC77"
"2022-06-06","Lift station D",4.55180857674367,FALSE,"#DDCC77"
"2022-06-13","Lift station D",5.46757506817288,FALSE,"#DDCC77"
"2022-06-20","Lift station D",4.50924138781741,FALSE,"#DDCC77"
"2022-06-27","Lift station D",4.91573613492952,FALSE,"#DDCC77"
"2022-07-04","Lift station D",4.97236888490772,FALSE,"#DDCC77"
"2022-07-11","Lift station D",NA,TRUE,"#DDCC77"
"2022-07-18","Lift station D",5.71399607489194,FALSE,"#DDCC77"
"2022-07-25","Lift station D",5.42825204778747,FALSE,"#DDCC77"
"2022-08-01","Lift station D",4.90866552624573,FALSE,"#DDCC77"
"2022-08-08","Lift station D",NA,TRUE,"#DDCC77"
"2022-08-15","Lift station D",4.4687949923943,FALSE,"#DDCC77"
"2022-08-22","Lift station D",4.49047358517675,FALSE,"#DDCC77"
"2022-08-29","Lift station D",3.98482192611257,FALSE,"#DDCC77"
"2022-09-05","Lift station D",4.32523539088019,FALSE,"#DDCC77"
"2022-09-12","Lift station D",4.93898836504949,FALSE,"#DDCC77"
"2022-09-19","Lift station D",5.2388141407849,FALSE,"#DDCC77"
"2022-09-26","Lift station D",3.79749563842414,FALSE,"#DDCC77"
"2022-10-03","Lift station D",4.9571518023984,FALSE,"#DDCC77"
"2022-10-10","Lift station D",5.07958746413312,FALSE,"#DDCC77"
"2022-10-17","Lift station D",4.39599501587824,FALSE,"#DDCC77"
"2022-10-24","Lift station D",4.30302966126691,FALSE,"#DDCC77"
"2022-10-31","Lift station D",4.02213866182495,FALSE,"#DDCC77"
"2022-11-07","Lift station D",4.54576307400405,FALSE,"#DDCC77"
"2022-11-14","Lift station D",5.08643011910055,FALSE,"#DDCC77"
"2022-11-21","Lift station D",5.06770092956932,FALSE,"#DDCC77"
"2022-11-28","Lift station D",5.41664384867062,FALSE,"#DDCC77"
"2022-12-05","Lift station D",4.93534161593307,FALSE,"#DDCC77"
"2022-12-12","Lift station D",4.91144417556347,FALSE,"#DDCC77"
"2022-12-19","Lift station D",5.79972974100974,FALSE,"#DDCC77"
"2022-12-26","Lift station D",NA,TRUE,"#DDCC77"
"2023-01-02","Lift station D",NA,TRUE,"#DDCC77"
"2023-01-09","Lift station D",5.88132613697714,FALSE,"#DDCC77"
"2023-01-16","Lift station D",NA,TRUE,"#DDCC77"
"2023-01-23","Lift station D",6.94238232485389,FALSE,"#DDCC77"
"2023-01-30","Lift station D",NA,TRUE,"#DDCC77"
"2023-02-06","Lift station D",5.74193421412092,FALSE,"#DDCC77"
"2023-02-13","Lift station D",5.98114574796922,FALSE,"#DDCC77"
"2023-02-20","Lift station D",5.50384771968911,FALSE,"#DDCC77"
"2023-02-27","Lift station D",5.10856437974748,FALSE,"#DDCC77"
"2023-03-06","Lift station D",4.45342344986151,FALSE,"#DDCC77"
"2023-03-13","Lift station D",4.28649969579154,FALSE,"#DDCC77"
"2021-05-24","WWTP",3.24779559786316,FALSE,"#332288"
"2021-05-31","WWTP",3.68663135437353,FALSE,"#332288"
"2021-06-07","WWTP",3.80476889492818,FALSE,"#332288"
"2021-06-14","WWTP",4.21052742538054,FALSE,"#332288"
"2021-06-21","WWTP",4.27962955116852,FALSE,"#332288"
"2021-06-28","WWTP",4.00598201381435,FALSE,"#332288"
"2021-07-05","WWTP",4.38261794471227,FALSE,"#332288"
"2021-07-12","WWTP",4.35299506183222,FALSE,"#332288"
"2021-07-19","WWTP",4.1419021615452,FALSE,"#332288"
"2021-07-26","WWTP",5.01763406913705,FALSE,"#332288"
"2021-08-02","WWTP",4.91543800279115,FALSE,"#332288"
"2021-08-09","WWTP",5.33638822150555,FALSE,"#332288"
"2021-08-16","WWTP",4.90469149326185,FALSE,"#332288"
"2021-08-23","WWTP",4.97423941926433,FALSE,"#332288"
"2021-08-30","WWTP",4.81980005876844,FALSE,"#332288"
"2021-09-06","WWTP",4.64282748878312,FALSE,"#332288"
"2021-09-13","WWTP",NA,TRUE,"#332288"
"2021-09-20","WWTP",4.28098595101837,FALSE,"#332288"
"2021-09-27","WWTP",4.0740341126467,FALSE,"#332288"
"2021-10-04","WWTP",4.26278217923225,FALSE,"#332288"
"2021-10-11","WWTP",4.11643229613918,FALSE,"#332288"
"2021-10-18","WWTP",4.00401864959829,FALSE,"#332288"
"2021-10-25","WWTP",4.02563032940442,FALSE,"#332288"
"2021-11-01","WWTP",3.93133588870311,FALSE,"#332288"
"2021-11-08","WWTP",3.87765299544797,FALSE,"#332288"
"2021-11-15","WWTP",3.85103376140678,FALSE,"#332288"
"2021-11-22","WWTP",4.07368747018579,FALSE,"#332288"
"2021-11-29","WWTP",4.45558555095761,FALSE,"#332288"
"2021-12-06","WWTP",3.81384911347744,FALSE,"#332288"
"2021-12-13","WWTP",4.29273258891248,FALSE,"#332288"
